Date,Stock,Company,Sector,Close Price,Daily Gain %,Week Gain %,Volume Spike (x avg),RSI (14d),52W High,52W Low,Dist from 52W High %,Sector Weekly Gain %,Market Cap,P/E Ratio,Revenue (Cr),Revenue QoQ %,Revenue YoY %,Net Profit (Cr),Profit QoQ %,Profit YoY %,Operating Profit (Cr),EBITDA Margin %,EPS,EPS Growth YoY %,Operating CF (Cr),Debt to Equity,ROE %,ROCE %,Growth Flags,News (Last 2 Days)
2026-07-01,RITES.NS,RITES LIMITED,Industrials,234.43,14.63,12.57,16.55,81.7,234.43,199.79,0.0,-0.64,112653524992,27.42,768.26,26.24,27.56,129.97,27.43,-2.06,203.15,26.44,2.7,-2.17,N/A,0.0,16.4,5.07,Revenue +27.56% YoY | Revenue +26.24% QoQ | Profit +27.43% QoQ | EBITDA Margin 26.44%,"RITES shares rocket 16% on Rs 175 crore consultancy order from Ambedkar University
India to resume train coach exports to Bangladesh, first shipment since Sheikh Hasina's ouster likely in July
Son emerges after father’s death, secures house keys, step uncle challenges it and prevails; HC says only civil court can decide property rights
Announcement under Regulation 30 (LODR)-Award_of_Order_Receipt_of_Order
Get multiple analysts' prediction on Rites"
2026-07-01,RPOWER.NS,RELIANCE POWER LTD.,Utilities,27.7,11.51,9.96,6.4,61.7,29.17,24.14,-5.04,0.0,114560860160,N/A,1887.26,0.77,-4.59,-493.86,-2066.79,-493.29,635.36,33.67,-1.19,-481.47,N/A,0.92,-2.08,2.88,EBITDA Margin 33.67%,"Reliance Power shares soar 18%, snap 4-day losing streak. Whatâs triggering the sharp surge?
Announcement under Regulation 30 (LODR)-Newspaper Publication
Compliances-Reg.24(A)-Annual Secretarial Compliance
Disclosure Under Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015
Nippon India Nifty Smallcap 250 Index Direct-G"
2026-07-01,IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,213.47,8.55,12.88,2.6,82.8,213.47,151.68,0.0,0.0,93642694656,124.84,308.05,-3.0,27.42,31.96,31.75,105.9,38.79,12.59,0.72,80.0,N/A,0.02,5.33,2.1,Revenue +27.42% YoY | Profit +105.9% YoY | Profit +31.75% QoQ | EPS +80.0% YoY,No recent news
2026-07-01,DELHIVERY.NS,DELHIVERY LIMITED,Industrials,506.0,7.19,6.2,2.74,79.0,506.0,431.1,0.0,-0.64,378879705088,255.53,2850.0,1.6,19.83,72.4,82.87,189.73,99.84,3.5,0.97,185.29,N/A,0.15,1.6,-0.28,Profit +189.73% YoY | Profit +82.87% QoQ | EPS +185.29% YoY,No recent news
2026-07-01,IKS.NS,INVENTURUS KNOWLEDGE SO L,Healthcare,1798.7,7.1,5.81,6.62,67.7,1798.7,1585.9,0.0,0.88,301729185792,42.5,857.65,5.24,30.51,205.97,12.35,58.83,299.69,34.94,12.31,57.82,N/A,0.27,31.44,16.52,Revenue +30.51% YoY | Profit +58.83% YoY | EPS +57.82% YoY | EBITDA Margin 34.94% | ROE 31.44%,No recent news
2026-07-01,TRIVENI.NS,TRIVENI ENGG. & INDS. LTD,Consumer Defensive,452.2,7.02,7.94,5.6,87.1,452.2,362.2,0.0,0.55,99648151552,37.07,1507.98,2.02,18.9,167.45,99.06,247.98,285.43,18.93,7.6,291.75,N/A,0.65,8.27,3.95,Profit +247.98% YoY | Profit +99.06% QoQ | EPS +291.75% YoY,No recent news
2026-07-01,HEXT.NS,HEXAWARE TECHNOLOGIES LTD,Technology,550.5,6.92,13.18,3.73,63.9,550.5,439.35,0.0,-4.26,335506178048,24.36,3613.0,3.88,101.17,351.6,20.45,,577.8,15.99,5.77,9.9,-7.6,0.11,22.27,11.17,Revenue +101.17% YoY | Profit +20.45% QoQ | ROE 22.27%,No recent news
2026-07-01,MAPMYINDIA.NS,C.E. INFO SYSTEMS LIMITED,Technology,864.5,6.76,-0.83,4.34,51.0,1077.0,809.75,-19.73,-4.26,47340933120,35.36,145.04,54.82,1.04,50.77,170.48,4.53,81.28,56.04,9.28,3.92,N/A,0.01,15.8,9.17,Revenue +54.82% QoQ | Profit +170.48% QoQ | EBITDA Margin 56.04%,No recent news
2026-07-01,RHIM.NS,RHI MAGNESITA INDIA LTD,Industrials,392.5,6.73,3.38,13.41,68.6,414.4,344.65,-5.28,-0.64,81155055616,N/A,932.26,-14.63,1.56,-518.11,-941.68,-1531.95,-444.04,-47.63,-25.09,-1533.71,N/A,0.13,-10.13,3.05,—,"Ahead of Market: 10 things that will decide stock market action on Friday
Ahead of Market: 10 things that will decide stock market action on Thursday
Ahead of Market: 10 things that will decide stock market action on Sunday
Announcement under Regulation 30 (LODR)-Press Release / Media Release
Get multiple analysts' prediction on Orient Refractories"
2026-07-01,PAGEIND.NS,PAGE INDUSTRIES LTD,Consumer Cyclical,43730.0,5.7,6.96,1.8,83.1,43730.0,34947.61,0.0,0.0,487758921728,63.68,1252.6,-9.67,14.07,178.73,-5.7,8.98,277.72,22.17,160.24,8.98,N/A,0.18,52.5,23.78,ROE 52.5%,"Buy, Sell or Hold: Morgan Stanley remains neutral on Physicswallah; Citi maintains sell on Page Industries
Stock picks of the week: 5 stocks with consistent score improvement and upside potential of up to 36%
Will lower interest rates bring their mojo back? 6 stocks from sectors where we all spend money, with upside potential of up to 45%
Get multiple analysts' prediction on Page Industries"
